,TIPLOC,TOC_New
2129,SOHOEJ,LM (96.86%); LS (0.24%); VT (1.69%); XC (1.21%)
2130,SOHONJ,LM (63.64%); LS (18.18%); XC (18.18%)
2131,SOHOSJ,AW (8.72%); LM (65.09%); VT (14.92%); WR (0.03%); XC (11.24%)
2132,SOKEJN,CS (0.41%); EM (11.3%); GC (9.0%); GR (68.2%); HT (6.22%); LD (4.59%); ZZ (0.28%)
2133,SOLEST,SE (97.07%); ZZ (2.93%)
2134,SOMEGF,GW (97.81%); LS (0.88%); WR (0.22%); XC (0.22%); ZZ (0.88%)
2135,SOTON,GW (1.77%); LS (1.77%); SW (67.26%); XC (29.2%)
2136,SOTPKWY,LS (1.04%); SW (49.74%); XC (49.22%)
2137,SPAROAD,SE (1.0%); SN (94.29%); TL (4.72%)
2138,SPDN,EM (69.04%); NT (0.09%); WR (0.06%); XC (28.67%); ZZ (2.14%)
2139,SPEKEJ,NT (50.0%); ZZ (50.0%)
2140,SPHEADJ,SE (68.2%); TL (31.75%); ZZ (0.05%)
2141,SPHS,SE (100.0%)
2142,SPNY201,XR (100.0%)
2143,SPNY205,XR (100.0%)
2144,SPNYGNJ,XR (100.0%)
2145,SPRBJN,CS (2.11%); LS (0.33%); NT (54.06%); TP (5.15%); VT (37.27%); WR (1.08%)
2146,SPRD,LM (100.0%)
2147,SPRNGBN,SR (91.49%); ZZ (8.51%)
2148,SPTN,GW (100.0%)
2149,SRUISLP,CH (99.97%); LS (0.03%)
2150,STADJN,LM (33.33%); WR (0.17%); XC (65.66%); ZZ (0.84%)
2151,STAFFDJ,LM (36.72%); VT (55.23%); XC (4.8%); ZZ (3.25%)
2152,STAFFNJ,LM (92.0%); VT (8.0%)
2153,STAFFRD,CS (3.43%); LM (2.3%); LS (1.22%); VT (85.52%); WR (1.44%); ZZ (6.09%)
2154,STAFFSJ,LM (48.85%); VT (47.69%); XC (0.77%); ZZ (2.69%)
2155,STAFTVJ,CS (1.8%); LM (44.32%); LS (0.66%); VT (22.49%); WR (0.57%); XC (26.37%); ZZ (3.79%)
2156,STAINES,SW (18.95%); WR (20.0%); ZZ (61.05%)
2157,STAINSE,SW (100.0%)
2158,STALBCY,EM (91.56%); TL (7.51%); ZZ (0.93%)
2159,STAMUFF,EM (6.53%); XC (93.47%)
2160,STANCLJ,LE (79.43%); XC (20.57%)
2161,STANEJN,LE (79.57%); XC (20.43%)
2162,STANMFC,LE (100.0%)
2163,STANNJN,LE (80.02%); XC (19.98%)
2164,STAPLFD,ZZ (100.0%)
2165,STAUSTL,GW (100.0%)
2166,STBDXFR,GW (100.0%)
2167,STBDXJN,GW (95.01%); XC (4.71%); ZZ (0.29%)
2168,STCR,SE (100.0%)
2169,STDENYS,GW (15.54%); LS (0.05%); SN (26.29%); SW (46.65%); XC (11.48%)
2170,STECHFD,AW (15.9%); LM (33.17%); VT (34.3%); WR (0.1%); XC (16.46%); ZZ (0.08%)
2171,STERR19,GW (95.45%); XC (4.55%)
2172,STERTH,GW (100.0%)
2173,STEVNGE,CS (0.57%); GC (9.3%); GN (34.88%); GR (44.63%); HT (6.14%); LD (2.28%); TL (1.97%); ZZ (0.24%)
2174,STFD,CC (14.21%); LE (62.72%); LO (4.53%); SO (0.23%); XR (15.73%); ZZ (2.58%)
2175,STFOEJN,ES (25.05%); SE (74.95%)
2176,STFOWJN,ES (30.17%); SE (69.83%)
2177,STGRMNS,GW (85.39%); XC (13.78%); ZZ (0.84%)
2178,STHALEJ,GW (10.89%); LS (1.98%); WR (53.47%); XR (33.66%)
2179,STHALL,GW (67.67%); HX (29.51%); LS (0.09%); WR (0.06%); XR (2.31%); ZZ (0.36%)
2180,STHALWJ,GW (38.18%); LS (12.73%); WR (10.91%); XR (18.18%); ZZ (20.0%)
2181,STHCENT,CC (93.37%); WR (1.53%); ZZ (5.1%)
2182,STHLNSC,NT (53.33%); TP (46.67%)
2183,STHLNSJ,EM (4.26%); NT (11.57%); TP (84.17%)
2184,STHNDE,WR (100.0%)
2185,STHRHMJ,SN (100.0%)
2186,STHWICK,SN (90.77%); TL (9.23%)
2187,STIRCHJ,SR (100.0%)
2188,STIRLNG,SR (100.0%)
2189,STJMSST,LO (100.0%)
2190,STJOHNS,SE (100.0%)
2191,STKM,CH (100.0%)
2192,STKNWNG,LE (75.68%); LO (24.32%)
2193,STKP,AW (25.41%); EM (7.73%); NT (30.94%); VT (29.83%); WR (2.21%); XC (1.1%); ZZ (2.76%)
2194,STKPCVJ,AW (6.8%); NT (93.2%)
2195,STKPE1,AW (6.35%); EM (7.37%); NT (45.31%); TP (7.62%); VT (22.71%); WR (0.06%); XC (10.35%); ZZ (0.23%)
2196,STKPE2,AW (6.39%); EM (6.74%); NT (49.4%); TP (6.97%); VT (20.77%); WR (0.05%); XC (9.47%); ZZ (0.21%)
2197,STKWKSJ,LM (34.7%); WR (0.09%); XC (64.65%); ZZ (0.56%)
2198,STKYJN,GW (49.85%); HX (24.77%); LS (0.08%); WR (0.06%); XR (25.16%); ZZ (0.06%)
2199,STLEIGH,SW (100.0%)
2200,STLNCET,SE (100.0%)
2201,STLNRWS,SE (60.57%); SN (39.43%)
2202,STMFDHL,LE (75.68%); LO (24.32%)
2203,STMGTS,SW (99.1%); ZZ (0.9%)
2204,STMRYC,SE (100.0%)
2205,STMRYCJ,SE (72.7%); TL (25.83%); ZZ (1.47%)
2206,STNBGPK,LO (18.22%); LT (81.78%)
2207,STNDSHJ,GW (64.39%); LS (0.17%); WR (0.09%); XC (35.1%); ZZ (0.26%)
2208,STNEOTS,CS (2.3%); GR (83.91%); HT (2.3%); LD (9.2%); ZZ (2.3%)
2209,STNGBRN,SE (79.84%); ZZ (20.16%)
2210,STNGWJN,SE (98.21%); ZZ (1.79%)
2211,STNSHJN,NT (100.0%)
2212,STNY,CS (10.87%); GR (8.7%); SR (73.26%); ZZ (7.17%)
2213,STOCCJN,GC (10.8%); GR (1.28%); NT (59.74%); TP (28.18%)
2214,STOCTON,GC (99.1%); NT (0.9%)
2215,STOKEOT,EM (30.0%); VT (70.0%)
2216,STOKOTJ,EM (16.88%); LM (19.96%); VT (37.37%); WR (0.14%); XC (25.57%); ZZ (0.07%)
2217,STONE,VT (59.18%); WR (0.22%); XC (40.49%); ZZ (0.11%)
2218,STORMY,AW (48.17%); GW (51.71%); LS (0.12%)
2219,STOTNHM,LE (18.3%); LO (63.4%); WR (5.23%); ZZ (13.07%)
2220,STPLNAR,GW (98.18%); XC (1.64%); ZZ (0.17%)
2221,STPLTNR,GW (100.0%)
2222,STPNCVE,GW (94.97%); XC (4.74%); ZZ (0.29%)
2223,STPXBOX,TL (100.0%)
2224,STRBDGJ,CH (12.5%); LM (41.67%); XC (45.83%)
2225,STRCROS,GW (100.0%)
2226,STRENJN,GX (10.79%); SE (0.44%); SN (88.47%); ZZ (0.3%)
2227,STRESJN,SN (50.78%); TL (48.87%); ZZ (0.35%)
2228,STRETHM,SN (55.95%); TL (41.31%); ZZ (2.74%)
2229,STRH658,SN (100.0%)
2230,STRHCOM,GX (2.97%); SE (5.44%); SN (70.13%); TL (21.07%); ZZ (0.4%)
2231,STRHILL,SN (100.0%)
2232,STRHUSW,SN (100.0%)
2233,STROOD,SE (90.4%); TL (8.8%); ZZ (0.8%)
2234,STRTJN,GC (1.87%); GR (0.18%); NT (87.13%); TP (8.73%); WR (0.07%); XC (2.01%)
2235,STRUMLC,GW (99.44%); LS (0.56%)
2236,STRWBYH,SW (99.42%); ZZ (0.58%)
2237,STSNJN,EM (20.44%); WR (0.08%); XC (77.95%); ZZ (1.53%)
2238,STURRY,SE (96.59%); ZZ (3.41%)
2239,STVTN,WR (100.0%)
2240,STWHTNL,SE (100.0%)
2241,STWMRKT,LE (97.78%); ZZ (2.22%)
2242,STWTJN,GX (10.2%); SE (7.58%); SN (47.58%); TL (0.61%); WR (3.84%); ZZ (30.2%)
2243,STYAL,NT (100.0%)
2244,STYTHPX,EM (100.0%)
2245,SUNDRTN,CH (100.0%)
2246,SUNH,ZZ (100.0%)
2247,SUNNGDL,SW (100.0%)
2248,SURBITN,SW (98.81%); ZZ (1.19%)
2249,SURRCNJ,SE (76.49%); TL (23.51%)
2250,SURREYQ,LO (100.0%)
2251,SURRQSJ,LO (100.0%)
2252,SUTCO,LM (78.95%); XC (21.05%)
2253,SUTTON,SN (100.0%)
2254,SVNKNGS,LE (49.23%); LO (8.62%); XR (39.46%); ZZ (2.68%)
2255,SVNOAKS,SE (91.41%); ZZ (8.59%)
2256,SWALE,SE (100.0%)
2257,SWANSLE,AW (64.56%); GW (35.44%)
2258,SWANSLW,AW (91.44%); GW (8.56%)
2259,SWAY,SW (100.0%)
2260,SWCH,SE (100.0%)
2261,SWELL,SE (66.67%); ZZ (33.33%)
2262,SWINTN,NT (30.64%); TP (30.64%); XC (38.1%); ZZ (0.62%)
2263,SWKBDGJ,SE (4.54%); TL (95.46%)
2264,SWLY,SE (95.81%); ZZ (4.19%)
2265,SWNSCMB,SE (100.0%)
2266,SWNWICK,GW (36.36%); SW (63.64%)
2267,SWYTHLN,SW (31.25%); XC (68.75%)
2268,SYDENHM,LO (2.92%); SE (0.87%); SN (37.32%); TL (58.89%)
2269,SYDNHMH,SE (100.0%)
2270,SYSTNEJ,EM (18.14%); XC (79.74%); ZZ (2.12%)
2271,SYSTNNJ,EM (96.74%); ZZ (3.26%)
2272,SYSTNSJ,EM (83.72%); XC (15.25%); ZZ (1.03%)
2273,TABY,GR (15.73%); NT (51.69%); TP (32.58%)
2274,TACKLEY,CH (100.0%)
2275,TADWTH,SN (100.0%)
2276,TAFFSWL,AW (100.0%)
2277,TALNGTN,CS (0.55%); EM (11.84%); GC (8.93%); GR (67.64%); HT (6.17%); LD (4.55%); ZZ (0.32%)
2278,TALRDIG,ZZ (100.0%)
2279,TAMEBDG,AW (11.11%); LM (33.33%); VT (38.89%); XC (16.67%)
2280,TAPLOW,GW (93.24%); HX (4.27%); LS (0.36%); XR (2.14%)
2281,TAPTONJ,EM (61.61%); NT (17.67%); XC (20.28%); ZZ (0.44%)
2282,TAUNTON,GW (31.82%); WR (18.18%); ZZ (50.0%)
2283,TAYBDGS,CS (4.33%); GR (12.82%); SR (70.71%); XC (8.49%); ZZ (3.64%)
2284,TEBAY,CS (5.03%); LS (0.4%); TP (40.11%); VT (54.2%); WR (0.26%)
2285,TEDNGTN,SW (97.92%); ZZ (2.08%)
2286,TEINMTH,GW (62.01%); LS (1.18%); WR (0.29%); XC (35.71%); ZZ (0.81%)
2287,TELFRDC,AW (12.5%); LM (87.5%)
2288,TEMPLHJ,CS (0.98%); GC (9.49%); GR (64.42%); HT (10.18%); LD (8.18%); NT (1.31%); TP (0.94%); XC (4.34%); ZZ (0.16%)
2289,TERMJGW,SR (83.63%); ZZ (16.37%)
2290,TEYNHAM,SE (100.0%)
2291,THATCHM,GW (100.0%)
2292,THBDGS,GX (32.22%); SN (65.94%); TL (1.73%); ZZ (0.11%)
2293,THBGJN,NT (44.38%); TP (55.62%)
2294,THBLDSG,LE (100.0%)
2295,THEALE,GW (98.8%); WR (0.4%); ZZ (0.8%)
2296,THETFD,LE (100.0%)
2297,THHLNWJ,GC (7.37%); NT (15.81%); TP (76.53%); WR (0.12%); ZZ (0.18%)
2298,THHT,NT (100.0%)
2299,THIL,LS (4.17%); SR (83.33%); VT (12.5%)
2300,THIRSK,CS (0.81%); GR (45.86%); LD (6.72%); LS (0.07%); NT (3.26%); TP (20.81%); WR (0.27%); XC (22.06%); ZZ (0.13%)
2301,THMSHVJ,CC (98.52%); WR (0.39%); ZZ (1.1%)
2302,THNGLEJ,GW (99.62%); WR (0.38%)
2303,THNGLYJ,GW (99.6%); WR (0.4%)
2304,THOPBAY,WR (75.0%); ZZ (25.0%)
2305,THORNEJ,GR (1.34%); HT (0.11%); NT (65.42%); TP (31.57%); ZZ (1.56%)
2306,THORNEN,GR (50.0%); NT (50.0%)
2307,THORNES,TP (100.0%)
2308,THPLESK,LE (100.0%)
2309,THREESJ,LM (99.7%); LS (0.3%)
2310,THRMWJN,NT (100.0%)
2311,THRNTNJ,CS (2.89%); GR (8.55%); SR (78.39%); XC (6.47%); ZZ (3.7%)
2312,THRNTSJ,CS (2.89%); GR (8.56%); SR (80.22%); XC (4.63%); ZZ (3.7%)
2313,THRPSBJ,NT (93.91%); TP (5.82%); WR (0.07%); ZZ (0.19%)
2314,THTH,GX (4.81%); SN (55.77%); TL (39.42%)
2315,TILEH,VT (63.83%); XC (36.17%)
2316,TILHEJN,GW (94.07%); HX (5.93%)
2317,TILHRST,GW (97.78%); LS (2.22%)
2318,TINSLEJ,NT (1.01%); SJ (92.45%); TP (5.39%); XC (1.14%)
2319,TINSLNJ,SJ (100.0%)
2320,TINSLSJ,NT (13.45%); TP (71.43%); XC (15.13%)
2321,TIPTON,AW (25.53%); LM (17.02%); VT (34.04%); XC (23.4%)
2322,TISBRYL,SW (100.0%)
2323,TISBURY,SW (100.0%)
2324,TIVILP,GW (72.93%); LS (0.78%); WR (0.1%); XC (25.66%); ZZ (0.54%)
2325,TIVIPW,GW (94.61%); LS (2.78%); WR (0.7%); ZZ (1.91%)
2326,TIVITNL,GW (73.04%); LS (0.77%); WR (0.19%); XC (25.46%); ZZ (0.53%)
2327,TLBYTWN,CC (46.51%); WR (13.95%); ZZ (39.53%)
2328,TMPCMB,SW (100.0%)
2329,TMPLMEJ,LE (98.99%); ZZ (1.01%)
2330,TMPLRRJ,LE (100.0%)
2331,TMSHJN,NT (100.0%)
2332,TMWTHHL,VT (11.33%); WR (0.26%); XC (87.09%); ZZ (1.32%)
2333,TMWTHLL,CS (19.61%); VT (72.55%); ZZ (7.84%)
2334,TNSLYGJ,SN (14.16%); TL (85.84%)
2335,TODMRDN,NT (16.38%); TP (82.59%); WR (1.02%)
2336,TOLERTN,CS (0.63%); GC (6.09%); GR (35.8%); LD (5.25%); LS (0.05%); NT (2.55%); TP (32.1%); WR (0.21%); XC (17.22%); ZZ (0.1%)
2337,TOMATIN,CS (5.46%); GR (8.73%); SR (76.2%); ZZ (9.61%)
2338,TONBDG,SE (89.26%); ZZ (10.74%)
2339,TONBULP,SE (100.0%)
2340,TORQUAY,GW (100.0%)
2341,TOTCFST,XR (100.0%)
2342,TOTCTRD,XR (100.0%)
2343,TOTLYTE,EM (31.96%); NT (34.14%); TP (33.91%)
2344,TOTNES,GW (92.68%); WR (1.95%); XC (1.95%); ZZ (3.41%)
2345,TOTONC,EM (52.25%); NT (36.04%); WR (1.8%); ZZ (9.91%)
2346,TOTONJ,EM (42.03%); NT (28.99%); WR (1.45%); ZZ (27.54%)
2347,TOTTON,SW (9.09%); XC (90.91%)
2348,TRAMINN,AW (96.21%); GW (3.61%); ZZ (0.18%)
2349,TRDYRHW,AW (100.0%)
2350,TREETNJ,ZZ (100.0%)
2351,TREFRST,AW (100.0%)
2352,TRENT,EM (68.18%); NT (0.08%); WR (0.05%); XC (31.03%); ZZ (0.66%)
2353,TRENTJ,EM (95.74%); XC (2.64%); ZZ (1.62%)
2354,TRFDPEJ,EM (25.75%); NT (66.15%); TP (8.1%)
2355,TRIM023,LE (100.0%)
2356,TRIM024,LE (100.0%)
2357,TRIMGLJ,LE (100.0%)
2358,TRING,CS (1.11%); LM (32.68%); LS (0.1%); VT (64.59%); WR (0.47%); ZZ (1.05%)
2359,TRNHMGN,LT (100.0%)
2360,TRNRSLA,GC (26.8%); GR (1.55%); NT (28.35%); XC (43.3%)
2361,TROON,LS (50.0%); SR (50.0%)
2362,TROWLKJ,LE (100.0%)
2363,TROWSEJ,EM (19.74%); LE (79.8%); ZZ (0.45%)
2364,TRURO,GW (100.0%)
2365,TRWLJN,EM (52.26%); NT (44.62%); WR (0.15%); ZZ (2.97%)
2366,TRWSSBJ,EM (18.93%); LE (80.64%); ZZ (0.43%)
2367,TTNHMHL,LE (100.0%)
2368,TTNHMSJ,LE (99.19%); LO (0.47%); ZZ (0.34%)
2369,TULSEH,SE (2.43%); SN (57.03%); TL (38.24%); ZZ (2.3%)
2370,TULSLJ,SN (100.0%)
2371,TUNWELL,SE (100.0%)
2372,TUNWTJN,SE (100.0%)
2373,TURKYST,LE (100.0%)
2374,TURSDLJ,CS (0.78%); GC (0.13%); GR (43.49%); LD (6.51%); LS (0.07%); NT (7.62%); TP (19.76%); WR (0.16%); XC (21.35%); ZZ (0.13%)
2375,TUTBURY,EM (100.0%)
2376,TWCKNHM,SW (90.0%); ZZ (10.0%)
2377,TWCKNMJ,SW (99.5%); ZZ (0.5%)
2378,TWDB244,SR (100.0%)
2379,TWYFDW,GW (100.0%)
2380,TWYFORD,GW (96.0%); HX (1.18%); LS (0.08%); WR (0.1%); XR (2.21%); ZZ (0.43%)
2381,TYEGRNJ,LE (79.57%); XC (20.43%)
2382,TYNHJN,SR (100.0%)
2383,TYSL,CH (51.52%); LM (46.23%); XC (2.25%)
2384,TYSLSJ,LM (100.0%)
2385,UDNGTNJ,CS (6.26%); GR (2.05%); SR (51.35%); TP (14.04%); VT (21.08%); XC (5.03%); ZZ (0.19%)
2386,UFNGTN,GW (99.31%); LS (0.16%); WR (0.2%); ZZ (0.33%)
2387,ULVRSTN,LS (5.13%); NT (94.87%)
2388,UNVRSYB,LM (19.44%); XC (80.56%)
2389,UPHALL,CS (21.93%); SR (78.07%)
2390,UPHILLJ,GW (66.33%); LS (0.5%); WR (0.25%); XC (32.73%); ZZ (0.19%)
2391,UPMNSTR,CC (98.55%); WR (0.32%); ZZ (1.13%)
2392,UPRHLWY,LO (61.06%); WR (7.08%); ZZ (31.86%)
2393,UPTNLOV,GW (80.12%); SW (17.13%); ZZ (2.76%)
2394,USAN,CS (5.14%); GR (15.23%); SR (68.21%); XC (8.23%); ZZ (3.19%)
2395,UTOXETR,EM (100.0%)
2396,UTOXSB,EM (100.0%)
2397,UWRLNGH,SN (87.5%); TL (12.5%)
2398,VALLEY,AW (58.78%); VT (41.22%)
2399,VAUXHLM,SW (100.0%)
2400,VICTRIC,SN (100.0%)
2401,VOLTRDJ,LO (27.79%); SE (68.5%); SN (1.73%); TL (0.7%); WR (0.03%); ZZ (1.25%)
2402,VRGNWTR,SW (70.56%); WR (3.27%); ZZ (26.17%)
2403,VTRLWKS,NT (92.64%); TP (7.27%); WR (0.09%)
2404,WACRJN,VT (1.41%); XC (98.37%); ZZ (0.22%)
2405,WADDON,SN (82.14%); TL (17.86%)
2406,WADHRST,SE (100.0%)
2407,WADHTLS,SE (100.0%)
2408,WALERTN,EM (100.0%)
2409,WALKDEN,NT (100.0%)
2410,WALMER,SE (100.0%)
2411,WALNGTN,SN (85.71%); TL (14.29%)
2412,WALRSAL,SW (83.0%); XC (14.94%); ZZ (2.07%)
2413,WALSALL,LM (90.0%); ZZ (10.0%)
2414,WALSPJ,LM (99.88%); ZZ (0.12%)
2415,WALSRJN,LM (99.76%); ZZ (0.24%)
2416,WALTONJ,ME (100.0%)
2417,WANBRO,GW (100.0%)
2418,WANDCMN,GX (1.25%); SN (98.75%)
2419,WANTRD,GW (99.44%); LS (0.17%); WR (0.2%); ZZ (0.2%)
2420,WAPPING,LO (100.0%)
2421,WARE,LE (100.0%)
2422,WARHAM,LS (9.09%); SW (90.91%)
2423,WATBECH,GN (4.92%); LE (51.63%); XC (43.46%)
2424,WATFDHS,LO (100.0%)
2425,WATFDJ,CS (0.39%); LM (24.99%); LS (0.1%); VT (72.46%); WR (0.66%); ZZ (1.39%)
2426,WATFJSJ,LM (98.31%); SN (1.69%)
2427,WATLGTN,GN (35.29%); LE (64.71%)
2428,WATRLWC,SW (100.0%)
2429,WATSTJN,AW (15.05%); EM (0.58%); NT (58.62%); TP (24.5%); VT (1.14%); ZZ (0.1%)
2430,WBORO,GW (98.75%); WR (0.42%); ZZ (0.84%)
2431,WBRMPTN,LO (75.71%); WR (7.14%); ZZ (17.14%)
2432,WBRNPKS,XR (100.0%)
2433,WBYFLET,SW (100.0%)
2434,WCHAPEL,LO (100.0%)
2435,WCHAPXR,XR (100.0%)
2436,WCHR,AW (100.0%)
2437,WCKENBY,EM (100.0%)
2438,WCOMBEP,SE (78.26%); TL (21.74%)
2439,WCROYDN,LO (1.05%); SN (83.25%); TL (15.71%)
2440,WDBRNJN,EM (24.69%); NT (63.25%); TP (5.93%); XC (6.14%)
2441,WDGRNPK,CC (91.92%); LO (6.64%); WR (1.15%); ZZ (0.29%)
2442,WDHOUSJ,EM (26.92%); NT (67.76%); XC (5.32%)
2443,WDMNSTR,SN (100.0%)
2444,WDND,LM (89.66%); TY (10.34%)
2445,WDND478,LM (97.64%); TY (2.36%)
2446,WDNPK,SW (100.0%)
2447,WDON,SW (99.35%); ZZ (0.65%)
2448,WDONWJ,SW (87.67%); ZZ (12.33%)
2449,WDRYTON,GW (80.19%); HX (0.94%); XR (8.49%); ZZ (10.38%)
2450,WDULWCH,SE (100.0%)
2451,WDWTOWN,SW (100.0%)
2452,WEALING,GW (40.13%); HX (7.37%); LS (0.13%); WR (1.2%); XR (49.12%); ZZ (2.06%)
2453,WEAVERJ,AW (0.42%); CS (2.64%); LM (23.45%); LS (0.42%); NT (3.12%); VT (68.64%); WR (0.97%); ZZ (0.35%)
2454,WEEDON,CS (1.39%); LM (12.08%); LS (0.04%); VT (85.96%); WR (0.04%); ZZ (0.5%)
2455,WELHMXO,TL (100.0%)
2456,WELLING,SE (100.0%)
2457,WELNGTN,AW (13.89%); LM (44.44%); LS (19.44%); VT (19.44%); ZZ (2.78%)
2458,WELSFLC,AW (98.53%); ZZ (1.47%)
2459,WELSHPL,ZZ (100.0%)
2460,WELSWBD,AW (100.0%)
2461,WELSWBU,AW (97.89%); ZZ (2.11%)
2462,WEMBGCJ,CH (100.0%)
2463,WEMBLSM,CH (100.0%)
2464,WEMM,AW (98.51%); ZZ (1.49%)
2465,WEMYSBJ,SR (99.77%); ZZ (0.23%)
2466,WENDOVR,CH (100.0%)
2467,WENGTNX,ES (25.05%); SE (74.95%)
2468,WENHX,ES (100.0%)
2469,WESGTOS,SE (100.0%)
2470,WESTRTN,CS (17.67%); SR (79.51%); ZZ (2.83%)
2471,WETHCOR,GR (5.85%); LS (0.21%); NT (93.42%); WR (0.52%)
2472,WEYBDGE,SW (96.77%); ZZ (3.23%)
2473,WGSTNNJ,EM (67.18%); XC (32.43%); ZZ (0.39%)
2474,WHALLEY,NT (65.0%); WR (35.0%)
2475,WHAMHL,CC (100.0%)
2476,WHELSTJ,LE (100.0%)
2477,WHHSJN,CS (15.45%); LM (37.4%); LS (2.44%); VT (4.07%); WR (11.38%); XC (11.38%); ZZ (17.89%)
2478,WHIFLTN,SR (97.52%); TP (2.11%); VT (0.37%)
2479,WHIFLTS,SR (98.32%); TP (1.43%); VT (0.25%)
2480,WHIMPLE,GW (100.0%)
2481,WHISTON,EM (30.0%); NT (70.0%)
2482,WHLAND,AW (100.0%)
2483,WHLE,LM (82.86%); TY (17.14%)
2484,WHMDSTD,LO (90.94%); SO (0.75%); WR (1.51%); ZZ (6.79%)
2485,WHMPNJN,EM (100.0%)
2486,WHMPSJN,EM (36.58%); TL (63.19%); ZZ (0.23%)
2487,WHMPSTM,EM (71.78%); TL (27.72%); WR (0.03%); ZZ (0.46%)
2488,WHOLMSJ,EM (53.94%); GR (13.53%); NT (32.52%)
2489,WHORNDN,CC (92.31%); ZZ (7.69%)
2490,WHRDJN,GC (0.29%); GR (14.88%); LS (0.02%); NT (53.11%); TP (24.86%); WR (0.12%); XC (6.68%); ZZ (0.04%)
2491,WHSTBLE,SE (100.0%)
2492,WHTBDGE,NT (100.0%)
2493,WHTLNGJ,LE (100.0%)
2494,WHTLSEA,EM (49.37%); XC (50.63%)
2495,WHTTONJ,SW (99.56%); ZZ (0.44%)
2496,WHWDJN,NT (85.85%); TP (13.39%); WR (0.34%); XC (0.41%)
2497,WHYTELF,SN (100.0%)
2498,WHYTLFS,SN (100.0%)
2499,WICHNRJ,VT (4.51%); WR (0.09%); XC (94.8%); ZZ (0.61%)
2500,WIGANNW,CS (20.21%); LS (3.19%); NT (26.33%); TP (14.36%); VT (25.53%); WR (10.37%)
2501,WIGANSJ,NT (100.0%)
2502,WIGASJN,CS (2.11%); LS (0.33%); NT (54.06%); TP (5.15%); VT (37.27%); WR (1.08%)
2503,WIGTON,NT (100.0%)
2504,WIKFORD,LE (100.0%)
2505,WILDJN,SN (100.0%)
2506,WILMCOT,LM (100.0%)
2507,WILNECT,VT (13.58%); XC (86.42%)
2508,WILTON,SW (100.0%)
2509,WILTONJ,GW (41.53%); SW (57.04%); ZZ (1.43%)
2510,WIMBLDN,ZZ (100.0%)
2511,WINCHLS,SN (100.0%)
2512,WINERSH,GW (11.76%); SW (58.82%); XC (29.41%)
2513,WINETGL,GW (11.76%); SW (58.82%); XC (29.41%)
2514,WINWCKJ,AW (25.92%); CS (2.72%); LS (0.43%); NT (23.49%); VT (46.33%); WR (1.0%); ZZ (0.11%)
2515,WISHAW,SR (2.91%); TP (65.05%); VT (32.04%)
2516,WITHAME,LE (100.0%)
2517,WITHMDL,LE (100.0%)
2518,WITHMUL,LE (87.5%); ZZ (12.5%)
2519,WITLEY,SW (100.0%)
2520,WITTON,AW (20.0%); LM (60.0%); XC (20.0%)
2521,WKFLDKG,GC (26.42%); NT (10.57%); TP (39.62%); WR (1.89%); XC (21.51%)
2522,WKFLDWG,GC (0.84%); GR (51.9%); NT (13.5%); TP (16.88%); XC (15.19%); ZZ (1.69%)
2523,WLDNGHM,SN (87.5%); TL (12.5%)
2524,WLMRGRN,CS (0.25%); GC (4.13%); GN (15.79%); GR (31.3%); HT (2.84%); LD (1.96%); TL (43.58%); ZZ (0.15%)
2525,WLMSL,AW (0.86%); NT (40.09%); VT (33.62%); XC (21.55%); ZZ (3.88%)
2526,WLNDNJN,SW (100.0%)
2527,WLNDNJW,SW (100.0%)
2528,WLNGBNJ,EM (100.0%)
2529,WLNGBRO,EM (98.42%); ZZ (1.58%)
2530,WLNGBSJ,EM (100.0%)
2531,WLOE,SE (100.0%)
2532,WLSDBSJ,CS (3.5%); LM (0.66%); LO (40.89%); LS (0.36%); SN (48.4%); VT (1.68%); WR (2.7%); ZZ (1.82%)
2533,WLSDHLS,CS (12.41%); LO (86.21%); ZZ (1.38%)
2534,WLSDJHL,LO (93.02%); WR (6.98%)
2535,WLSDNBJ,LM (1.11%); LO (6.88%); LS (0.61%); SN (81.57%); VT (2.83%); WR (4.67%); ZZ (2.33%)
2536,WLSDNJL,LO (18.53%); LT (81.47%)
2537,WLSDNN7,CS (1.19%); LM (0.89%); LO (25.37%); LS (0.5%); SN (65.81%); VT (2.28%); WR (3.77%); ZZ (0.2%)
2538,WLSDSWG,WR (52.38%); ZZ (47.62%)
2539,WLSDSWS,LS (3.45%); WR (17.24%); ZZ (79.31%)
2540,WLSDUDR,VT (100.0%)
2541,WLSDWLJ,CS (1.8%); LM (39.53%); LO (4.99%); LS (0.02%); SN (6.23%); SO (0.04%); VT (46.65%); WR (0.11%); ZZ (0.63%)
2542,WLTHQRD,LO (100.0%)
2543,WLTWCEN,LO (100.0%)
2544,WLVR,CS (17.39%); LM (6.09%); VT (73.04%); ZZ (3.48%)
2545,WLWYNGC,CS (0.3%); GC (4.95%); GN (18.07%); GR (37.53%); HT (3.4%); LD (2.35%); TL (33.22%); ZZ (0.18%)
2546,WLWYNN,CS (1.03%); GN (11.28%); GR (37.44%); HT (1.03%); LD (4.1%); TL (44.1%); ZZ (1.03%)
2547,WMALING,SE (100.0%)
2548,WMBY,CS (0.86%); LM (46.01%); LS (0.08%); SN (1.63%); VT (50.17%); WR (0.36%); ZZ (0.88%)
2549,WMBYDC,LO (26.9%); LT (73.1%)
2550,WMILTON,GW (100.0%)
